0,Provider.ID,Hospital.Name,Address,City,State,ZIP.Code,County.Name,Phone.Number,HCAHPS.Measure.ID,HCAHPS.Question,HCAHPS.Answer.Description,HCAHPS.Answer.Percent,Number.of.Completed.Surveys,Survey.Response.Rate.Percent,Location,0,Grade,,
57386,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",48,300 or more,37%,42.50286744,-71.2011979,0,0.783333333,Lahey Hospital & Medical Center (Burlington)
57387,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",13,300 or more,37%,42.50286744,-71.2011979,0,0,Lahey Hospital & Medical Center (Burlington)
57388,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",39,300 or more,37%,42.50286744,-71.2011979,0,0,Lahey Hospital & Medical Center (Burlington)
57369,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",80,300 or more,37%,42.50286744,-71.2011979,0,0.916666667,Lahey Hospital & Medical Center (Burlington)
57370,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,300 or more,37%,42.50286744,-71.2011979,0,0,Lahey Hospital & Medical Center (Burlington)
57371,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",15,300 or more,37%,42.50286744,-71.2011979,0,0,Lahey Hospital & Medical Center (Burlington)
57366,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",81,300 or more,37%,42.50286744,-71.2011979,0,0.923333333,Lahey Hospital & Medical Center (Burlington)
57367,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",4,300 or more,37%,42.50286744,-71.2011979,0,0,Lahey Hospital & Medical Center (Burlington)
57368,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",15,300 or more,37%,42.50286744,-71.2011979,0,0,Lahey Hospital & Medical Center (Burlington)
57375,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",73,300 or more,37%,42.50286744,-71.2011979,0,0.89,Lahey Hospital & Medical Center (Burlington)
57376,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",6,300 or more,37%,42.50286744,-71.2011979,0,0,Lahey Hospital & Medical Center (Burlington)
57377,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",21,300 or more,37%,42.50286744,-71.2011979,0,0,Lahey Hospital & Medical Center (Burlington)
57363,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",72,300 or more,37%,42.50286744,-71.2011979,0,0.88,Lahey Hospital & Medical Center (Burlington)
57364,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",8,300 or more,37%,42.50286744,-71.2011979,0,0,Lahey Hospital & Medical Center (Burlington)
57365,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",20,300 or more,37%,42.50286744,-71.2011979,0,0,Lahey Hospital & Medical Center (Burlington)
57372,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",64,300 or more,37%,42.50286744,-71.2011979,0,0.85,Lahey Hospital & Medical Center (Burlington)
57373,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",9,300 or more,37%,42.50286744,-71.2011979,0,0,Lahey Hospital & Medical Center (Burlington)
57374,220171,Lahey Hospital & Medical Center (Burlington),41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,7817445100,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",27,300 or more,37%,42.50286744,-71.2011979,0,0,Lahey Hospital & Medical Center (Burlington)
57349,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",58,300 or more,30%,42.27863964,-71.75905662,0,0.79,Umass Memorial Medical Center Inc
57350,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",21,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57351,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",21,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57357,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",46,300 or more,30%,42.27863964,-71.75905662,0,0.76,Umass Memorial Medical Center Inc
57358,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",18,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57359,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",36,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57340,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",77,300 or more,30%,42.27863964,-71.75905662,0,0.906666667,Umass Memorial Medical Center Inc
57341,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57342,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",18,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57337,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",74,300 or more,30%,42.27863964,-71.75905662,0,0.893333333,Umass Memorial Medical Center Inc
57338,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",6,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57339,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",20,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57346,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",66,300 or more,30%,42.27863964,-71.75905662,0,0.856666667,Umass Memorial Medical Center Inc
57347,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",9,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57348,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",25,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57334,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",65,300 or more,30%,42.27863964,-71.75905662,0,0.843333333,Umass Memorial Medical Center Inc
57335,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",12,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57336,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",23,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57343,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",54,300 or more,30%,42.27863964,-71.75905662,0,0.8,Umass Memorial Medical Center Inc
57344,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",14,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57345,220163,Umass Memorial Medical Center Inc,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,5083341000,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",32,300 or more,30%,42.27863964,-71.75905662,0,0,Umass Memorial Medical Center Inc
57291,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",60,300 or more,33%,41.56288633,-70.61879771,0,0.793333333,Falmouth Hospital
57292,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",22,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57293,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",18,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57299,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",46,300 or more,33%,41.56288633,-70.61879771,0,0.76,Falmouth Hospital
57300,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",18,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57301,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",36,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57282,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",79,300 or more,33%,41.56288633,-70.61879771,0,0.913333333,Falmouth Hospital
57283,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57284,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",16,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57279,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",77,300 or more,33%,41.56288633,-70.61879771,0,0.91,Falmouth Hospital
57280,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",4,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57281,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",19,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57288,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",70,300 or more,33%,41.56288633,-70.61879771,0,0.883333333,Falmouth Hospital
57289,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",5,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57290,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",25,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57276,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",73,300 or more,33%,41.56288633,-70.61879771,0,0.886666667,Falmouth Hospital
57277,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",7,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57278,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",20,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57285,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",61,300 or more,33%,41.56288633,-70.61879771,0,0.833333333,Falmouth Hospital
57286,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",11,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57287,220135,Falmouth Hospital,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,5085485300,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",28,300 or more,33%,41.56288633,-70.61879771,0,0,Falmouth Hospital
57262,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",62,300 or more,33%,42.19011483,-71.20251368,0,0.806666667,Norwood Hospital
57263,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",20,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57264,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",18,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57270,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",41,300 or more,33%,42.19011483,-71.20251368,0,0.726666667,Norwood Hospital
57271,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",23,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57272,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",36,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57253,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",78,300 or more,33%,42.19011483,-71.20251368,0,0.906666667,Norwood Hospital
57254,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",6,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57255,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",16,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57250,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",76,300 or more,33%,42.19011483,-71.20251368,0,0.903333333,Norwood Hospital
57251,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",5,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57252,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",19,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57259,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",67,300 or more,33%,42.19011483,-71.20251368,0,0.86,Norwood Hospital
57260,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",9,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57261,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",24,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57247,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",70,300 or more,33%,42.19011483,-71.20251368,0,0.866666667,Norwood Hospital
57248,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",10,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57249,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",20,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57256,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",56,300 or more,33%,42.19011483,-71.20251368,0,0.796666667,Norwood Hospital
57257,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",17,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57258,220126,Norwood Hospital,800 WASHINGTON STREET,NORWOOD,MA,2062,NORFOLK,5087721000,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",27,300 or more,33%,42.19011483,-71.20251368,0,0,Norwood Hospital
57233,220119,Brigham And Women'S Faulkner Hospital,1153 CENTRE STREET,BOSTON,MA,2130,SUFFOLK,6179837000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",69,300 or more,33%,42.30023172,-71.12784035,0,0.85,Brigham And Women'S Faulkner Hospital
57234,220119,Brigham And Women'S Faulkner Hospital,1153 CENTRE STREET,BOSTON,MA,2130,SUFFOLK,6179837000,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",14,300 or more,33%,42.30023172,-71.12784035,0,0,Brigham And Women'S Faulkner Hospital
57235,220119,Brigham And Women'S Faulkner Hospital,1153 CENTRE STREET,BOSTON,MA,2130,SUFFOLK,6179837000,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",17,300 or more,33%,42.30023172,-71.12784035,0,0,Brigham And Women'S Faulkner Hospital
57241,220119,Brigham And Women'S Faulkner Hospital,1153 CENTRE STREET,BOSTON,MA,2130,SUFFOLK,6179837000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",59,300 or more,33%,42.30023172,-71.12784035,0,0.82,Brigham And Women'S Faulkner Hospital
